Host: mne-ubu  Current process id: 15164
./linkern -s 42 -S linkern.tour -R 1000000000 -t 18000 ./cities1k.tsp
Chained Lin-Kernighan with seed 42
Problem Name: traveling-santa-2018-prime-paths
traveling-santa-2018-prime-paths
Problem Type: TSP
Number of Nodes: 197769
Rounded Euclidean Norm (CC_EUCLIDEAN)
Time to build kdtree: 0.05
..................................................................................................................................................................................................... 908246 edges
Time to find quad 2-nearest: 0.90
Grow a Quick-Boruvka tour 
...................
Length of Quick-Boruvka Tour: 1664310972.00
Time to grow tour: 0.14
linkern ...
Starting Cycle: 1664310972
   0 Steps   Best: 1515290198   5.13 seconds
1323999 Steps   Best: 1503550513   2372.78 seconds
1324999 Steps   Best: 1503550513   2374.48 seconds
1325999 Steps   Best: 1503550513   2376.17 seconds
1326025 Steps   Best: 1503550346   2376.21 seconds
1326999 Steps   Best: 1503550346   2377.90 seconds
1327999 Steps   Best: 1503550346   2379.64 seconds
1328999 Steps   Best: 1503550346   2381.33 seconds
1329999 Steps   Best: 1503550346   2383.09 seconds
Wrote the tour to linkern.tour
1330999 Steps   Best: 1503550346   2384.92 seconds
1331486 Steps   Best: 1503550326   2385.76 seconds
1331999 Steps   Best: 1503550326   2386.60 seconds
1332999 Steps   Best: 1503550326   2388.30 seconds
1333041 Steps   Best: 1503550000   2388.38 seconds
1333057 Steps   Best: 1503549628   2388.42 seconds
1333143 Steps   Best: 1503549379   2388.56 seconds
1333999 Steps   Best: 1503549379   2390.03 seconds
1334999 Steps   Best: 1503549379   2391.76 seconds
1335722 Steps   Best: 1503549199   2393.00 seconds
1335999 Steps   Best: 1503549199   2393.46 seconds
1336999 Steps   Best: 1503549199   2395.16 seconds
1337308 Steps   Best: 1503549064   2395.70 seconds
1337999 Steps   Best: 1503549064   2396.90 seconds
1338999 Steps   Best: 1503549064   2398.57 seconds
1339999 Steps   Best: 1503549064   2400.30 seconds
Wrote the tour to linkern.tour
1340999 Steps   Best: 1503549064   2401.98 seconds
1341999 Steps   Best: 1503549064   2403.67 seconds
1342041 Steps   Best: 1503548985   2403.75 seconds
1342999 Steps   Best: 1503548985   2405.29 seconds
1343999 Steps   Best: 1503548985   2407.05 seconds
1344999 Steps   Best: 1503548985   2408.77 seconds
1345959 Steps   Best: 1503548665   2410.33 seconds
1345999 Steps   Best: 1503548665   2410.40 seconds
1346917 Steps   Best: 1503548534   2411.95 seconds
1346999 Steps   Best: 1503548534   2412.08 seconds
1347999 Steps   Best: 1503548534   2413.89 seconds
1348999 Steps   Best: 1503548534   2415.69 seconds
1349688 Steps   Best: 1503548459   2416.87 seconds
1349999 Steps   Best: 1503548459   2417.40 seconds
Wrote the tour to linkern.tour
1350999 Steps   Best: 1503548459   2419.02 seconds
1351029 Steps   Best: 1503548395   2419.06 seconds
1351999 Steps   Best: 1503548395   2420.78 seconds
1352999 Steps   Best: 1503548395   2422.55 seconds
1353999 Steps   Best: 1503548395   2424.21 seconds
1354011 Steps   Best: 1503548384   2424.22 seconds
1354117 Steps   Best: 1503548365   2424.41 seconds
1354625 Steps   Best: 1503547996   2425.28 seconds
1354999 Steps   Best: 1503547996   2425.93 seconds
1355296 Steps   Best: 1503547750   2426.50 seconds
1355999 Steps   Best: 1503547750   2427.75 seconds
1356999 Steps   Best: 1503547750   2429.45 seconds
1357999 Steps   Best: 1503547750   2431.23 seconds
1358395 Steps   Best: 1503547681   2431.91 seconds
1358999 Steps   Best: 1503547681   2432.99 seconds
1359999 Steps   Best: 1503547681   2434.72 seconds
Wrote the tour to linkern.tour
1360999 Steps   Best: 1503547681   2436.49 seconds
1361261 Steps   Best: 1503547218   2436.94 seconds
1361415 Steps   Best: 1503546858   2437.21 seconds
1361440 Steps   Best: 1503546817   2437.26 seconds
1361999 Steps   Best: 1503546817   2438.15 seconds
1362999 Steps   Best: 1503546817   2439.84 seconds
1363228 Steps   Best: 1503546692   2440.26 seconds
1363999 Steps   Best: 1503546692   2441.62 seconds
1364408 Steps   Best: 1503546601   2442.33 seconds
1364999 Steps   Best: 1503546601   2443.37 seconds
1365633 Steps   Best: 1503545788   2444.42 seconds
1365732 Steps   Best: 1503545505   2444.59 seconds
1365999 Steps   Best: 1503545505   2445.02 seconds
1366999 Steps   Best: 1503545505   2446.75 seconds
1367245 Steps   Best: 1503545147   2447.13 seconds
1367999 Steps   Best: 1503545147   2448.46 seconds
1368755 Steps   Best: 1503545030   2449.72 seconds
1368999 Steps   Best: 1503545030   2450.11 seconds
1369736 Steps   Best: 1503544254   2451.25 seconds
1369999 Steps   Best: 1503544254   2451.69 seconds
Wrote the tour to linkern.tour
1370588 Steps   Best: 1503543808   2452.83 seconds
1370999 Steps   Best: 1503543808   2453.66 seconds
1371179 Steps   Best: 1503543653   2454.00 seconds
1371888 Steps   Best: 1503543541   2455.26 seconds
1371999 Steps   Best: 1503543541   2455.47 seconds
1372936 Steps   Best: 1503543156   2457.20 seconds
1372999 Steps   Best: 1503543156   2457.30 seconds
1373658 Steps   Best: 1503542909   2458.39 seconds
1373999 Steps   Best: 1503542909   2459.02 seconds
1374999 Steps   Best: 1503542909   2460.71 seconds
1375104 Steps   Best: 1503542870   2460.88 seconds
1375999 Steps   Best: 1503542870   2462.39 seconds
1376365 Steps   Best: 1503542860   2463.10 seconds
1376616 Steps   Best: 1503542112   2463.56 seconds
1376999 Steps   Best: 1503542112   2464.32 seconds
1377225 Steps   Best: 1503542078   2464.71 seconds
1377305 Steps   Best: 1503542068   2464.88 seconds
1377963 Steps   Best: 1503541825   2466.05 seconds
1377999 Steps   Best: 1503541825   2466.12 seconds
1378503 Steps   Best: 1503541453   2467.05 seconds
1378758 Steps   Best: 1503541206   2467.47 seconds
1378999 Steps   Best: 1503541206   2467.88 seconds
1379999 Steps   Best: 1503541206   2469.65 seconds
Wrote the tour to linkern.tour
1380328 Steps   Best: 1503541132   2470.34 seconds
1380999 Steps   Best: 1503541132   2471.70 seconds
1381999 Steps   Best: 1503541132   2473.63 seconds
1382999 Steps   Best: 1503541132   2475.40 seconds
1383311 Steps   Best: 1503540559   2475.96 seconds
1383999 Steps   Best: 1503540559   2477.15 seconds
1384999 Steps   Best: 1503540559   2478.92 seconds
1385999 Steps   Best: 1503540559   2480.70 seconds
1386092 Steps   Best: 1503540216   2480.87 seconds
1386424 Steps   Best: 1503540164   2481.45 seconds
1386999 Steps   Best: 1503540164   2482.54 seconds
1387464 Steps   Best: 1503540150   2483.41 seconds
1387999 Steps   Best: 1503540150   2484.39 seconds
1388999 Steps   Best: 1503540150   2486.20 seconds
1389727 Steps   Best: 1503539343   2487.53 seconds
1389999 Steps   Best: 1503539343   2488.09 seconds
Wrote the tour to linkern.tour
1390200 Steps   Best: 1503538990   2488.45 seconds
1390999 Steps   Best: 1503538990   2489.94 seconds
1391668 Steps   Best: 1503538904   2491.05 seconds
1391819 Steps   Best: 1503538781   2491.32 seconds
1391999 Steps   Best: 1503538781   2491.64 seconds
1392349 Steps   Best: 1503538639   2492.27 seconds
1392732 Steps   Best: 1503538094   2492.96 seconds
1392999 Steps   Best: 1503538094   2493.45 seconds
1393466 Steps   Best: 1503537959   2494.39 seconds
1393804 Steps   Best: 1503537851   2494.98 seconds
1393817 Steps   Best: 1503537597   2495.00 seconds
1393906 Steps   Best: 1503537514   2495.19 seconds
1393999 Steps   Best: 1503537514   2495.37 seconds
1394999 Steps   Best: 1503537514   2497.18 seconds
1395999 Steps   Best: 1503537514   2499.11 seconds
1396999 Steps   Best: 1503537514   2500.86 seconds
1397999 Steps   Best: 1503537514   2502.55 seconds
1398999 Steps   Best: 1503537514   2504.20 seconds
1399999 Steps   Best: 1503537514   2505.95 seconds
Wrote the tour to linkern.tour
1400986 Steps   Best: 1503537347   2507.75 seconds
1400999 Steps   Best: 1503537347   2507.78 seconds
1401999 Steps   Best: 1503537347   2509.53 seconds
1402999 Steps   Best: 1503537347   2511.24 seconds
1403413 Steps   Best: 1503537261   2511.98 seconds
1403999 Steps   Best: 1503537261   2512.98 seconds
1404999 Steps   Best: 1503537261   2514.72 seconds
1405999 Steps   Best: 1503537261   2516.45 seconds
1406899 Steps   Best: 1503537249   2518.08 seconds
1406999 Steps   Best: 1503537249   2518.27 seconds
1407791 Steps   Best: 1503537058   2519.78 seconds
1407999 Steps   Best: 1503537058   2520.18 seconds
1408999 Steps   Best: 1503537058   2522.10 seconds
1409043 Steps   Best: 1503537035   2522.18 seconds
1409999 Steps   Best: 1503537035   2523.98 seconds
Wrote the tour to linkern.tour
1410958 Steps   Best: 1503536966   2525.93 seconds
1410999 Steps   Best: 1503536966   2526.02 seconds
1411119 Steps   Best: 1503536888   2526.25 seconds
1411999 Steps   Best: 1503536888   2527.75 seconds
1412999 Steps   Best: 1503536888   2529.65 seconds
1413664 Steps   Best: 1503536865   2530.94 seconds
1413961 Steps   Best: 1503536547   2531.49 seconds
1413999 Steps   Best: 1503536547   2531.55 seconds
1414999 Steps   Best: 1503536547   2533.27 seconds
1415999 Steps   Best: 1503536547   2534.94 seconds
1416999 Steps   Best: 1503536547   2536.57 seconds
1417999 Steps   Best: 1503536547   2538.27 seconds
1418283 Steps   Best: 1503536398   2538.73 seconds
1418372 Steps   Best: 1503535630   2538.88 seconds
1418999 Steps   Best: 1503535630   2539.96 seconds
1419999 Steps   Best: 1503535630   2541.65 seconds
Wrote the tour to linkern.tour
1420122 Steps   Best: 1503535614   2541.86 seconds
1420889 Steps   Best: 1503535587   2543.21 seconds
1420999 Steps   Best: 1503535587   2543.42 seconds
1421208 Steps   Best: 1503535453   2543.77 seconds
1421999 Steps   Best: 1503535453   2545.11 seconds
1422468 Steps   Best: 1503535399   2545.93 seconds
1422582 Steps   Best: 1503535262   2546.14 seconds
1422999 Steps   Best: 1503535262   2546.88 seconds
1423075 Steps   Best: 1503534984   2546.99 seconds
1423999 Steps   Best: 1503534984   2548.55 seconds
1424306 Steps   Best: 1503534476   2549.07 seconds
1424999 Steps   Best: 1503534476   2550.22 seconds
1425999 Steps   Best: 1503534476   2551.96 seconds
1426039 Steps   Best: 1503533441   2552.02 seconds
1426999 Steps   Best: 1503533441   2553.65 seconds
1427593 Steps   Best: 1503533419   2554.64 seconds
1427999 Steps   Best: 1503533419   2555.32 seconds
1428999 Steps   Best: 1503533419   2557.07 seconds
1429999 Steps   Best: 1503533419   2558.76 seconds
Wrote the tour to linkern.tour
1430999 Steps   Best: 1503533419   2560.51 seconds
1431999 Steps   Best: 1503533419   2562.19 seconds
1432318 Steps   Best: 1503532093   2562.72 seconds
1432966 Steps   Best: 1503531416   2563.79 seconds
1432999 Steps   Best: 1503531416   2563.85 seconds
1433463 Steps   Best: 1503531345   2564.61 seconds
1433833 Steps   Best: 1503531093   2565.27 seconds
1433999 Steps   Best: 1503531093   2565.55 seconds
1434999 Steps   Best: 1503531093   2567.26 seconds
1435999 Steps   Best: 1503531093   2568.96 seconds
1436999 Steps   Best: 1503531093   2570.68 seconds
1437999 Steps   Best: 1503531093   2572.37 seconds
1438999 Steps   Best: 1503531093   2574.09 seconds
1439047 Steps   Best: 1503531049   2574.17 seconds
1439999 Steps   Best: 1503531049   2575.78 seconds
Wrote the tour to linkern.tour
1440954 Steps   Best: 1503530346   2577.48 seconds
1440999 Steps   Best: 1503530346   2577.56 seconds
1441999 Steps   Best: 1503530346   2579.23 seconds
1442219 Steps   Best: 1503530279   2579.60 seconds
1442999 Steps   Best: 1503530279   2580.90 seconds
1443999 Steps   Best: 1503530279   2582.63 seconds
1444504 Steps   Best: 1503530109   2583.48 seconds
1444961 Steps   Best: 1503529924   2584.28 seconds
1444999 Steps   Best: 1503529924   2584.36 seconds
1445999 Steps   Best: 1503529924   2586.07 seconds
1446999 Steps   Best: 1503529924   2587.79 seconds
1447177 Steps   Best: 1503529613   2588.09 seconds
1447999 Steps   Best: 1503529613   2589.56 seconds
1448497 Steps   Best: 1503529475   2590.45 seconds
1448999 Steps   Best: 1503529475   2591.30 seconds
1449350 Steps   Best: 1503529276   2591.91 seconds
1449999 Steps   Best: 1503529276   2593.01 seconds
Wrote the tour to linkern.tour
1450361 Steps   Best: 1503529001   2593.62 seconds
1450508 Steps   Best: 1503528839   2593.86 seconds
1450999 Steps   Best: 1503528839   2594.66 seconds
1451999 Steps   Best: 1503528839   2596.43 seconds
1452999 Steps   Best: 1503528839   2598.20 seconds
1453999 Steps   Best: 1503528839   2599.90 seconds
1454999 Steps   Best: 1503528839   2601.63 seconds
1455297 Steps   Best: 1503528834   2602.15 seconds
1455999 Steps   Best: 1503528834   2603.36 seconds
1456197 Steps   Best: 1503528659   2603.66 seconds
1456999 Steps   Best: 1503528659   2605.01 seconds
1457999 Steps   Best: 1503528659   2606.75 seconds
1458999 Steps   Best: 1503528659   2608.52 seconds
1459763 Steps   Best: 1503527996   2609.75 seconds
1459999 Steps   Best: 1503527996   2610.15 seconds
Wrote the tour to linkern.tour
1460999 Steps   Best: 1503527996   2611.91 seconds
1461189 Steps   Best: 1503527767   2612.29 seconds
1461657 Steps   Best: 1503527641   2613.05 seconds
1461999 Steps   Best: 1503527641   2613.64 seconds
1462999 Steps   Best: 1503527641   2615.32 seconds
1463994 Steps   Best: 1503527594   2617.07 seconds
1463999 Steps   Best: 1503527594   2617.08 seconds
1464374 Steps   Best: 1503527314   2617.72 seconds
1464999 Steps   Best: 1503527314   2618.83 seconds
1465356 Steps   Best: 1503527101   2619.43 seconds
1465999 Steps   Best: 1503527101   2620.51 seconds
1466999 Steps   Best: 1503527101   2622.22 seconds
1467999 Steps   Best: 1503527101   2623.90 seconds
1468999 Steps   Best: 1503527101   2625.70 seconds
1469369 Steps   Best: 1503526899   2626.31 seconds
1469999 Steps   Best: 1503526899   2627.37 seconds
Wrote the tour to linkern.tour
1470999 Steps   Best: 1503526899   2629.15 seconds
1471999 Steps   Best: 1503526899   2630.88 seconds
1472999 Steps   Best: 1503526899   2632.59 seconds
1473999 Steps   Best: 1503526899   2634.29 seconds
1474188 Steps   Best: 1503526867   2634.63 seconds
1474999 Steps   Best: 1503526867   2635.96 seconds
1475455 Steps   Best: 1503526809   2636.73 seconds
1475999 Steps   Best: 1503526809   2637.63 seconds
1476999 Steps   Best: 1503526809   2639.26 seconds
1477999 Steps   Best: 1503526809   2641.06 seconds
1478999 Steps   Best: 1503526809   2642.80 seconds
1479253 Steps   Best: 1503526292   2643.20 seconds
1479259 Steps   Best: 1503526231   2643.21 seconds
1479782 Steps   Best: 1503525946   2644.11 seconds
1479999 Steps   Best: 1503525946   2644.46 seconds
Wrote the tour to linkern.tour
1480999 Steps   Best: 1503525946   2646.18 seconds
1481999 Steps   Best: 1503525946   2647.91 seconds
1482999 Steps   Best: 1503525946   2649.59 seconds
1483155 Steps   Best: 1503525768   2649.88 seconds
1483852 Steps   Best: 1503525720   2651.11 seconds
1483999 Steps   Best: 1503525720   2651.37 seconds
1484999 Steps   Best: 1503525720   2653.16 seconds
1485387 Steps   Best: 1503525437   2653.82 seconds
1485587 Steps   Best: 1503525397   2654.16 seconds
1485999 Steps   Best: 1503525397   2654.91 seconds
1486091 Steps   Best: 1503525354   2655.09 seconds
1486263 Steps   Best: 1503524772   2655.39 seconds
1486622 Steps   Best: 1503524744   2656.00 seconds
1486746 Steps   Best: 1503524033   2656.21 seconds
1486999 Steps   Best: 1503524033   2656.63 seconds
1487999 Steps   Best: 1503524033   2658.46 seconds
1488999 Steps   Best: 1503524033   2660.13 seconds
1489999 Steps   Best: 1503524033   2661.77 seconds
Wrote the tour to linkern.tour
1490999 Steps   Best: 1503524033   2663.56 seconds
1491999 Steps   Best: 1503524033   2665.31 seconds
1492999 Steps   Best: 1503524033   2667.05 seconds
1493780 Steps   Best: 1503523825   2668.34 seconds
1493999 Steps   Best: 1503523825   2668.74 seconds
1494999 Steps   Best: 1503523825   2670.45 seconds
1495999 Steps   Best: 1503523825   2672.14 seconds
1496366 Steps   Best: 1503523609   2672.81 seconds
1496999 Steps   Best: 1503523609   2673.89 seconds
1497999 Steps   Best: 1503523609   2675.65 seconds
1498176 Steps   Best: 1503523330   2675.95 seconds
1498999 Steps   Best: 1503523330   2677.40 seconds
1499701 Steps   Best: 1503522921   2678.60 seconds
1499999 Steps   Best: 1503522921   2679.05 seconds
Wrote the tour to linkern.tour
1500999 Steps   Best: 1503522921   2680.69 seconds
1501999 Steps   Best: 1503522921   2682.43 seconds
1502961 Steps   Best: 1503522862   2684.08 seconds
1502999 Steps   Best: 1503522862   2684.16 seconds
1503251 Steps   Best: 1503522735   2684.61 seconds
1503999 Steps   Best: 1503522735   2685.90 seconds
1504154 Steps   Best: 1503522348   2686.21 seconds
1504402 Steps   Best: 1503522337   2686.65 seconds
1504866 Steps   Best: 1503522073   2687.40 seconds
1504999 Steps   Best: 1503522073   2687.64 seconds
1505999 Steps   Best: 1503522073   2689.36 seconds
1506999 Steps   Best: 1503522073   2691.06 seconds
1507463 Steps   Best: 1503521618   2691.83 seconds
1507629 Steps   Best: 1503521548   2692.11 seconds
1507831 Steps   Best: 1503521188   2692.47 seconds
1507999 Steps   Best: 1503521188   2692.80 seconds
1508366 Steps   Best: 1503521035   2693.45 seconds
1508999 Steps   Best: 1503521035   2694.53 seconds
1509999 Steps   Best: 1503521035   2696.30 seconds
Wrote the tour to linkern.tour
1510999 Steps   Best: 1503521035   2698.06 seconds
1511999 Steps   Best: 1503521035   2699.72 seconds
1512279 Steps   Best: 1503521001   2700.16 seconds
1512999 Steps   Best: 1503521001   2701.41 seconds
1513977 Steps   Best: 1503520803   2702.95 seconds
1513999 Steps   Best: 1503520803   2702.99 seconds
1514390 Steps   Best: 1503520606   2703.65 seconds
1514999 Steps   Best: 1503520606   2704.75 seconds
1515703 Steps   Best: 1503520258   2705.89 seconds
1515999 Steps   Best: 1503520258   2706.44 seconds
1516999 Steps   Best: 1503520258   2708.14 seconds
1517416 Steps   Best: 1503519975   2708.83 seconds
1517725 Steps   Best: 1503519481   2709.36 seconds
1517849 Steps   Best: 1503518781   2709.55 seconds
1517999 Steps   Best: 1503518781   2709.79 seconds
1518644 Steps   Best: 1503518718   2710.85 seconds
1518676 Steps   Best: 1503518679   2710.91 seconds
1518999 Steps   Best: 1503518679   2711.45 seconds
1519999 Steps   Best: 1503518679   2713.18 seconds
Wrote the tour to linkern.tour
1520927 Steps   Best: 1503518342   2714.72 seconds
1520999 Steps   Best: 1503518342   2714.84 seconds
1521999 Steps   Best: 1503518342   2716.55 seconds
1522999 Steps   Best: 1503518342   2718.34 seconds
1523999 Steps   Best: 1503518342   2720.04 seconds
1524499 Steps   Best: 1503518003   2720.83 seconds
1524848 Steps   Best: 1503517979   2721.42 seconds
1524922 Steps   Best: 1503517821   2721.52 seconds
1524999 Steps   Best: 1503517821   2721.68 seconds
1525999 Steps   Best: 1503517821   2723.33 seconds
1526274 Steps   Best: 1503517665   2723.82 seconds
1526999 Steps   Best: 1503517665   2725.08 seconds
1527999 Steps   Best: 1503517665   2726.78 seconds
1528999 Steps   Best: 1503517665   2728.56 seconds
1529999 Steps   Best: 1503517665   2730.23 seconds
Wrote the tour to linkern.tour
1530999 Steps   Best: 1503517665   2731.95 seconds
1531999 Steps   Best: 1503517665   2733.62 seconds
1532139 Steps   Best: 1503517415   2733.86 seconds
1532999 Steps   Best: 1503517415   2735.33 seconds
1533999 Steps   Best: 1503517415   2737.00 seconds
1534555 Steps   Best: 1503516043   2737.91 seconds
1534632 Steps   Best: 1503515730   2738.05 seconds
1534999 Steps   Best: 1503515730   2738.67 seconds
1535454 Steps   Best: 1503515601   2739.41 seconds
1535999 Steps   Best: 1503515601   2740.34 seconds
1536102 Steps   Best: 1503515351   2740.52 seconds
1536880 Steps   Best: 1503514939   2741.83 seconds
1536999 Steps   Best: 1503514939   2742.04 seconds
1537999 Steps   Best: 1503514939   2743.75 seconds
1538595 Steps   Best: 1503514764   2744.72 seconds
1538808 Steps   Best: 1503514650   2745.08 seconds
1538999 Steps   Best: 1503514650   2745.41 seconds
1539994 Steps   Best: 1503514170   2747.12 seconds
1539999 Steps   Best: 1503514170   2747.13 seconds
Wrote the tour to linkern.tour
1540999 Steps   Best: 1503514170   2748.83 seconds
1541999 Steps   Best: 1503514170   2750.45 seconds
1542772 Steps   Best: 1503513998   2751.80 seconds
1542906 Steps   Best: 1503513894   2752.00 seconds
1542999 Steps   Best: 1503513894   2752.16 seconds
1543596 Steps   Best: 1503513771   2753.15 seconds
1543999 Steps   Best: 1503513771   2753.85 seconds
1544089 Steps   Best: 1503513621   2753.98 seconds
1544999 Steps   Best: 1503513621   2755.50 seconds
1545751 Steps   Best: 1503513541   2756.72 seconds
1545999 Steps   Best: 1503513541   2757.14 seconds
1546583 Steps   Best: 1503513485   2758.15 seconds
1546999 Steps   Best: 1503513485   2758.87 seconds
1547356 Steps   Best: 1503513254   2759.54 seconds
1547999 Steps   Best: 1503513254   2760.64 seconds
1548999 Steps   Best: 1503513254   2762.40 seconds
1549536 Steps   Best: 1503513023   2763.30 seconds
1549999 Steps   Best: 1503513023   2764.07 seconds
Wrote the tour to linkern.tour
1550999 Steps   Best: 1503513023   2765.81 seconds
1551194 Steps   Best: 1503512316   2766.13 seconds
1551999 Steps   Best: 1503512316   2767.54 seconds
1552999 Steps   Best: 1503512316   2769.25 seconds
1553999 Steps   Best: 1503512316   2771.00 seconds
1554162 Steps   Best: 1503512286   2771.27 seconds
1554999 Steps   Best: 1503512286   2772.71 seconds
1555108 Steps   Best: 1503511868   2772.87 seconds
1555692 Steps   Best: 1503511852   2773.84 seconds
1555999 Steps   Best: 1503511852   2774.39 seconds
1556999 Steps   Best: 1503511852   2776.13 seconds
1557281 Steps   Best: 1503511848   2776.59 seconds
1557999 Steps   Best: 1503511848   2777.82 seconds
1558999 Steps   Best: 1503511848   2779.53 seconds
1559999 Steps   Best: 1503511848   2781.23 seconds
Wrote the tour to linkern.tour
1560999 Steps   Best: 1503511848   2782.90 seconds
1561608 Steps   Best: 1503511668   2783.98 seconds
1561914 Steps   Best: 1503511483   2784.45 seconds
1561999 Steps   Best: 1503511483   2784.62 seconds
1562678 Steps   Best: 1503511348   2785.81 seconds
1562999 Steps   Best: 1503511348   2786.34 seconds
1563999 Steps   Best: 1503511348   2788.04 seconds
1564999 Steps   Best: 1503511348   2789.69 seconds
1565999 Steps   Best: 1503511348   2791.38 seconds
1566999 Steps   Best: 1503511348   2793.02 seconds
1567999 Steps   Best: 1503511348   2794.69 seconds
1568999 Steps   Best: 1503511348   2796.38 seconds
1569764 Steps   Best: 1503511283   2797.69 seconds
1569999 Steps   Best: 1503511283   2798.10 seconds
Wrote the tour to linkern.tour
1570964 Steps   Best: 1503510902   2799.81 seconds
1570999 Steps   Best: 1503510902   2799.87 seconds
1571999 Steps   Best: 1503510902   2801.62 seconds
1572999 Steps   Best: 1503510902   2803.37 seconds
1573346 Steps   Best: 1503510550   2803.99 seconds
1573999 Steps   Best: 1503510550   2805.12 seconds
1574999 Steps   Best: 1503510550   2806.78 seconds
1575999 Steps   Best: 1503510550   2808.59 seconds
1576174 Steps   Best: 1503510476   2808.86 seconds
1576999 Steps   Best: 1503510476   2810.32 seconds
1577243 Steps   Best: 1503510117   2810.71 seconds
1577999 Steps   Best: 1503510117   2811.98 seconds
1578999 Steps   Best: 1503510117   2813.62 seconds
1579999 Steps   Best: 1503510117   2815.37 seconds
Wrote the tour to linkern.tour
1580999 Steps   Best: 1503510117   2817.10 seconds
1581999 Steps   Best: 1503510117   2818.82 seconds
1582999 Steps   Best: 1503510117   2820.54 seconds
1583999 Steps   Best: 1503510117   2822.23 seconds
1584028 Steps   Best: 1503510002   2822.28 seconds
1584947 Steps   Best: 1503509878   2823.92 seconds
1584999 Steps   Best: 1503509878   2824.00 seconds
1585999 Steps   Best: 1503509878   2825.70 seconds
1586999 Steps   Best: 1503509878   2827.37 seconds
1587857 Steps   Best: 1503509870   2828.80 seconds
1587999 Steps   Best: 1503509870   2829.03 seconds
1588999 Steps   Best: 1503509870   2830.71 seconds
1589999 Steps   Best: 1503509870   2832.49 seconds
Wrote the tour to linkern.tour
1590474 Steps   Best: 1503509446   2833.24 seconds
1590999 Steps   Best: 1503509446   2834.08 seconds
1591280 Steps   Best: 1503509395   2834.55 seconds
1591327 Steps   Best: 1503508864   2834.64 seconds
1591999 Steps   Best: 1503508864   2835.82 seconds
1592999 Steps   Best: 1503508864   2837.49 seconds
1593106 Steps   Best: 1503508783   2837.68 seconds
1593315 Steps   Best: 1503508145   2838.06 seconds
1593856 Steps   Best: 1503508121   2838.94 seconds
1593999 Steps   Best: 1503508121   2839.18 seconds
1594996 Steps   Best: 1503508047   2840.84 seconds
1594999 Steps   Best: 1503508047   2840.85 seconds
1595451 Steps   Best: 1503507874   2841.55 seconds
1595459 Steps   Best: 1503507718   2841.57 seconds
1595721 Steps   Best: 1503507654   2842.02 seconds
1595999 Steps   Best: 1503507654   2842.47 seconds
1596328 Steps   Best: 1503507211   2843.04 seconds
1596999 Steps   Best: 1503507211   2844.12 seconds
1597999 Steps   Best: 1503507211   2845.86 seconds
1598999 Steps   Best: 1503507211   2847.54 seconds
1599280 Steps   Best: 1503507075   2848.03 seconds
1599999 Steps   Best: 1503507075   2849.31 seconds
Wrote the tour to linkern.tour
1600764 Steps   Best: 1503506739   2850.57 seconds
1600999 Steps   Best: 1503506739   2850.96 seconds
1601589 Steps   Best: 1503506513   2852.00 seconds
1601999 Steps   Best: 1503506513   2852.69 seconds
1602999 Steps   Best: 1503506513   2854.37 seconds
1603999 Steps   Best: 1503506513   2856.05 seconds
1604999 Steps   Best: 1503506513   2857.76 seconds
1605999 Steps   Best: 1503506513   2859.44 seconds
1606101 Steps   Best: 1503504828   2859.62 seconds
1606999 Steps   Best: 1503504828   2861.21 seconds
1607990 Steps   Best: 1503504763   2862.90 seconds
1607999 Steps   Best: 1503504763   2862.91 seconds
1608999 Steps   Best: 1503504763   2864.61 seconds
1609999 Steps   Best: 1503504763   2866.31 seconds
Wrote the tour to linkern.tour
1610683 Steps   Best: 1503504355   2867.53 seconds
1610999 Steps   Best: 1503504355   2868.11 seconds
1611999 Steps   Best: 1503504355   2869.81 seconds
1612999 Steps   Best: 1503504355   2871.53 seconds
1613999 Steps   Best: 1503504355   2873.31 seconds
1614622 Steps   Best: 1503504017   2874.41 seconds
1614999 Steps   Best: 1503504017   2875.02 seconds
1615091 Steps   Best: 1503503845   2875.17 seconds
1615995 Steps   Best: 1503503384   2876.68 seconds
1615999 Steps   Best: 1503503384   2876.69 seconds
1616883 Steps   Best: 1503503007   2878.20 seconds
1616999 Steps   Best: 1503503007   2878.39 seconds
1617999 Steps   Best: 1503503007   2880.10 seconds
1618999 Steps   Best: 1503503007   2881.79 seconds
1619452 Steps   Best: 1503502290   2882.57 seconds
1619999 Steps   Best: 1503502290   2883.56 seconds
Wrote the tour to linkern.tour
1620752 Steps   Best: 1503501898   2884.86 seconds
1620999 Steps   Best: 1503501898   2885.32 seconds
1621999 Steps   Best: 1503501898   2886.96 seconds
1622999 Steps   Best: 1503501898   2888.63 seconds
1623824 Steps   Best: 1503501803   2890.03 seconds
1623913 Steps   Best: 1503501629   2890.17 seconds
1623999 Steps   Best: 1503501629   2890.30 seconds
1624999 Steps   Best: 1503501629   2892.07 seconds
1625999 Steps   Best: 1503501629   2893.83 seconds
1626999 Steps   Best: 1503501629   2895.60 seconds
1627999 Steps   Best: 1503501629   2897.31 seconds
1628928 Steps   Best: 1503501194   2898.91 seconds
1628999 Steps   Best: 1503501194   2899.04 seconds
1629999 Steps   Best: 1503501194   2900.80 seconds
Wrote the tour to linkern.tour
1630317 Steps   Best: 1503500737   2901.37 seconds
1630999 Steps   Best: 1503500737   2902.54 seconds
1631999 Steps   Best: 1503500737   2904.28 seconds
1632221 Steps   Best: 1503500692   2904.65 seconds
